"","Camera","Species","full_species","Common name","Origin","Date","Time","Hour"
"1","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/11/21",20:42:18,20
"2","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/11/21",20:57:35,20
"3","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/11/21",21:26:19,21
"4","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",00:15:29,0
"5","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",02:20:36,2
"6","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",02:55:32,2
"7","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",03:14:03,3
"8","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",05:01:29,5
"9","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",05:13:31,5
"10","BK1","CANLAT","Canis latrans","Coyote","Native","2/12/21",05:16:25,5
"11","BK1","CANLAT","Canis latrans","Coyote","Native","2/12/21",05:16:47,5
"12","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",05:58:50,5
"13","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",05:59:00,5
"14","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",06:01:14,6
"15","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",20:53:12,20
"16","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",21:26:30,21
"17","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",18:26:31,18
"18","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",18:26:48,18
"19","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",18:27:56,18
"20","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",18:53:24,18
"21","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",19:16:57,19
"22","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/13/21",22:26:45,22
"23","BK1","CANLAT","Canis latrans","Coyote","Native","2/13/21",23:22:13,23
"24","BK1","CANLAT","Canis latrans","Coyote","Native","2/13/21",23:22:24,23
"25","BK1","CANLAT","Canis latrans","Coyote","Native","2/13/21",23:24:33,23
"26","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",00:50:49,0
"27","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",02:30:05,2
"28","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",02:57:14,2
"29","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",02:58:21,2
"30","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",02:58:31,2
"31","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",02:58:41,2
"32","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",04:18:55,4
"33","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",04:19:21,4
"34","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",04:20:15,4
"35","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",04:20:42,4
"36","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",05:13:03,5
"37","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",05:39:18,5
"38","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",06:15:24,6
"39","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",18:51:22,18
"40","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",18:51:32,18
"41","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",18:51:42,18
"42","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",18:55:41,18
"43","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",19:15:53,19
"44","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",19:33:14,19
"45","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",19:33:34,19
"46","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",19:36:33,19
"47","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",19:36:45,19
"48","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",20:00:51,20
"49","BK1","CANLAT","Canis latrans","Coyote","Native","2/14/21",20:16:21,20
"50","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",20:20:16,20
"51","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",20:23:16,20
"52","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",20:55:36,20
"53","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",22:43:31,22
"54","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",22:43:51,22
"55","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",22:44:25,22
"56","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",23:34:57,23
"57","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",23:35:07,23
"58","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",23:39:34,23
"59","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",23:56:28,23
"60","BK1","COLUMB","Columba livia","Street pigeon","Nonnative","2/15/21",18:02:37,18
"61","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",18:10:48,18
"62","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",18:12:48,18
"63","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",19:33:25,19
"64","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",21:09:14,21
"65","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",23:27:12,23
"66","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",23:27:27,23
"67","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",23:32:27,23
"68","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",23:56:23,23
"69","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",00:44:46,0
"70","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",01:41:01,1
"71","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",01:41:11,1
"72","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",02:15:24,2
"73","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",02:20:18,2
"74","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",02:36:40,2
"75","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",02:45:40,2
"76","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",03:15:06,3
"77","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",03:19:06,3
"78","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",04:03:24,4
"79","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",04:03:42,4
"80","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",04:53:42,4
"81","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",04:55:42,4
"82","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",04:57:06,4
"83","BK1","CANLAT","Canis latrans","Coyote","Native","2/15/21",05:06:35,5
"84","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",05:31:09,5
"85","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",00:53:56,0
"86","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",00:54:06,0
"87","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",00:55:19,0
"88","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",00:55:29,0
"89","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",01:43:39,1
"90","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",03:51:36,3
"91","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",04:27:54,4
"92","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",04:28:18,4
"93","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:02:34,5
"94","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:02:54,5
"95","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:23:49,5
"96","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:24:00,5
"97","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:46:31,5
"98","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",05:46:49,5
"99","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",18:08:11,18
"100","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",18:08:32,18
"101","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",19:00:12,19
"102","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",19:00:32,19
"103","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",19:27:28,19
"104","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",19:28:10,19
"105","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",19:54:10,19
"106","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",22:31:42,22
"107","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",22:31:53,22
"108","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",22:34:43,22
"109","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",22:55:03,22
"110","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:06:35,23
"111","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:06:51,23
"112","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:30:56,23
"113","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:48:30,23
"114","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:59:18,23
"115","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:59:29,23
"116","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:59:39,23
"117","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",00:55:00,0
"118","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",00:55:22,0
"119","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",01:25:49,1
"120","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",01:46:09,1
"121","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",01:46:52,1
"122","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",01:58:54,1
"123","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",01:59:37,1
"124","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",02:08:37,2
"125","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",02:09:20,2
"126","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",02:09:32,2
"127","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",02:20:12,2
"128","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",04:10:02,4
"129","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",04:10:06,4
"130","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",05:05:39,5
"131","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",18:58:44,18
"132","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:10:01,19
"133","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:31:59,19
"134","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:50:03,19
"135","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:50:13,19
"136","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:50:25,19
"137","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:54:25,19
"138","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:54:38,19
"139","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",20:09:21,20
"140","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",20:10:04,20
"141","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",20:22:58,20
"142","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",21:26:13,21
"143","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",21:36:25,21
"144","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",01:08:04,1
"145","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",02:38:35,2
"146","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",02:38:58,2
"147","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",04:57:41,4
"148","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",05:05:39,5
"149","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",05:45:37,5
"150","BK1","CANLAT","Canis latrans","Coyote","Native","2/18/21",07:44:45,7
"151","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",18:33:41,18
"152","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",18:42:03,18
"153","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",20:23:31,20
"154","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",20:29:19,20
"155","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",20:50:36,20
"156","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",20:52:11,20
"157","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/4/21",20:53:17,20
"158","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",18:42:39,18
"159","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",18:43:50,18
"160","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",19:57:26,19
"161","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",20:08:52,20
"162","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",20:17:27,20
"163","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/5/21",23:11:54,23
"164","BK1","ZENMAC","Zenaida macroura","Mourning dove","Native","3/6/21",15:02:41,15
"165","BK1","SAYNIG","Sayornis nigricans","Black phoebe","Native","3/6/21",15:57:04,15
"166","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:35:12,18
"167","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:40:15,18
"168","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:41:40,18
"169","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:44:02,18
"170","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:45:25,18
"171","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",18:46:36,18
"172","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/6/21",19:16:26,19
"173","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",19:48:20,19
"174","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",19:07:04,19
"175","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",19:30:55,19
"176","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",20:23:55,20
"177","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",21:16:25,21
"178","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/7/21",22:02:13,22
"179","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",22:38:44,22
"180","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/7/21",23:00:33,23
"181","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",00:55:20,0
"182","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",01:53:57,1
"183","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",02:21:53,2
"184","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",02:23:31,2
"185","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",02:32:43,2
"186","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",02:33:42,2
"187","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",03:04:11,3
"188","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",03:09:12,3
"189","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",03:11:17,3
"190","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",03:12:20,3
"191","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",03:13:38,3
"192","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",03:48:28,3
"193","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",03:48:28,3
"194","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",04:12:45,4
"195","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",04:47:13,4
"196","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",05:08:32,5
"197","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",05:15:40,5
"198","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",05:20:56,5
"199","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",05:24:35,5
"200","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",05:29:26,5
"201","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",18:54:34,18
"202","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:00:38,19
"203","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:02:46,19
"204","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:04:44,19
"205","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:06:24,19
"206","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:46:41,19
"207","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",19:50:37,19
"208","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/8/21",20:30:39,20
"209","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/8/21",20:59:18,20
"210","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",00:08:20,0
"211","BK1","CHAVOC","Charadrius vociferus","Killdeer","Native","3/9/21",00:33:00,0
"212","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",00:55:23,0
"213","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",00:56:41,0
"214","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",01:09:34,1
"215","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",08:09:05,8
"216","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",20:21:27,20
"217","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",20:52:14,20
"218","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",20:55:16,20
"219","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",23:08:33,23
"220","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",23:30:57,23
"221","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/9/21",23:57:26,23
"222","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",00:25:29,0
"223","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",00:41:22,0
"224","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",00:56:10,0
"225","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",00:58:46,0
"226","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",01:10:33,1
"227","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",02:57:22,2
"228","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",08:33:31,8
"229","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",18:50:33,18
"230","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",19:51:06,19
"231","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",19:54:30,19
"232","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",20:40:43,20
"233","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/10/21",23:09:39,23
"234","BK1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","3/11/21",02:06:45,2
"235","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/11/21",22:47:27,22
"236","CP1","MIMPOL","Mimus polyglottos","Northern mockingbird","Native","2/12/21",08:53:18,8
"237","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",21:54:07,21
"238","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",22:55:28,22
"239","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",23:41:16,23
"240","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/12/21",23:58:17,23
"241","CP1","CANLAT","Canis latrans","Coyote","Native","2/13/21",22:58:22,22
"242","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",20:49:57,20
"243","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/14/21",22:35:14,22
"244","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",02:34:38,2
"245","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",05:40:42,5
"246","CP1","CANLAT","Canis latrans","Coyote","Native","2/15/21",17:08:05,17
"247","CP1","CANLAT","Canis latrans","Coyote","Native","2/15/21",21:32:33,21
"248","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/15/21",23:38:59,23
"249","CP1","CANLAT","Canis latrans","Coyote","Native","2/16/21",02:04:12,2
"250","CP1","CANLAT","Canis latrans","Coyote","Native","2/16/21",02:46:17,2
"251","CP1","CANLAT","Canis latrans","Coyote","Native","2/16/21",02:46:27,2
"252","CP1","CANLAT","Canis latrans","Coyote","Native","2/16/21",02:46:41,2
"253","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:12:41,23
"254","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/16/21",23:26:44,23
"255","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",03:00:27,3
"256","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:03:45,19
"257","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",19:13:39,19
"258","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",21:31:27,21
"259","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",22:04:20,22
"260","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",22:07:42,22
"261","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",22:45:56,22
"262","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/17/21",23:49:08,23
"263","CP1","CANLAT","Canis latrans","Coyote","Native","2/18/21",00:08:22,0
"264","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/18/21",04:22:34,4
"265","CP1","CORCOR","Corvus corax","Common raven","Native","2/25/21",16:41:46,16
"266","CP1","CORCOR","Corvus corax","Common raven","Native","2/25/21",17:14:08,17
"267","CP1","CORCOR","Corvus corax","Common raven","Native","2/25/21",17:14:25,17
"268","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/25/21",18:38:30,18
"269","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/25/21",20:49:49,20
"270","CP1","CANLAT","Canis latrans","Coyote","Native","2/25/21",22:14:09,22
"271","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",00:03:58,0
"272","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",00:04:07,0
"273","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",00:30:09,0
"274","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",03:16:11,3
"275","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",04:04:41,4
"276","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",05:53:00,5
"277","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",18:38:12,18
"278","CP1","SYLAUD","Sylvilagus audubonii","Desert cottontail","Native","2/26/21",18:52:48,18
